id,sitename,filename,lat,lon,elevation,country,gcmd_location,author,pub_year,title,journal
422,Turkana,Turkana.Berke.2012.lpd,2.7125,36.537,360,Africa>Eastern Africa>Kenya,Africa>Eastern Africa>Kenya,"Berke, Melissa A.; Johnson, Thomas C.; Werne, Josef P.; Schouten, Stefan; Sinninghe Damst̩, Jaap S.",2012,A mid-Holocene thermal maximum at the end of the African Humid Period,Earth and Planetary Science Letters
423,Two-Yourts Lake,TwoYourtsLake.Nazarova.2013.lpd,56.82,160.105,280,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Nazarova, Larisa; de Hoog, Verena; Hoff, Ulrike; Dirksen, Oleg; Diekmann, Bernhard",2013,Late Holocene climate and environmental changes in Kamchatka inferred from the subfossil chironomid record,Quaternary Science Reviews
424,Uitbergen,Uitbergen.Verbruggen.1979.lpd,51.02,3.94,4,Europe>Western Europe>Belgium,Europe>Western Europe>Belgium,"Verbruggen, C.",1979,Paleoecologische en palynlogische benadering van enkele bekende historisch-geografisch problemen in Vlaaderen. Bronnen voor de historisch geografie van Belgie.,Handelingen van het Colloquium te Brussel
425,Kharinei,Valiranta.Kharinei.2015.lpd,67.37,62.75,110,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"V _liranta, M.; Salonen, J. S.; Heikkil _, M.; Amon, L.; Helmens, K.; Klimaschewski, A.; Kuhry, P.; Kultti, S.; Poska, A.; Shala, S.; Veski, S.; Birks, H. H.",2015,Plant macrofossil evidence for an early onset of the Holocene summer thermal maximum in northernmost Europe,Nature Communications
426,Van,Van.VanZeist.1978.lpd,38.5,43,1645,Asia>Western Asia>Turkey,Asia>Western Asia>Turkey,"Van Zeist, W.; Woldring, H.",1978,A postglacial pollen diagram from Lake Van in east Anatolia,Review of Palaeobotany and Palynology
427,Vatnamyri,Vatnamyri.Holmes.2011.lpd,65.9,-18.3,220,Atlantic Ocean>North Atlantic Ocean>Iceland,Atlantic Ocean>North Atlantic Ocean>Iceland,"Caseldine, Chris; Langdon, Peter; Holmes, Naomi",2006,Early Holocene climate variability and the timing and extent of the Holocene Thermal Maximum (HTM) in northern Iceland,Quaternary Science Reviews
428,Vernerovice,Vernerovice.Peichlova.1979.lpd,50.62,16.2,492,Europe>Eastern Europe>Czech Republic,Europe>Eastern Europe>Czech Republic,"Peichlova, M.",1979,Historie vegetace Broumovska [Vegetation history of the Broumovska region],NA
429,Vestre Oykjamyrtorn,VestreOykjamyrtorn.EPD.lpd,59.82,6,570,Europe>Northern Europe>Scandinavia>Norway,Europe>Northern Europe>Scandinavia>Norway,"Bjune, Anne Elisabeth; Bakke, Jostein; Nesje, Atle; Birks, H. J.B.",2005,Holocene mean July temperature and winter precipitation in western Norway inferred from palynological and glaciological lake-sediment proxies,The Holocene
430,Vestre Oykjamyrtorn,VestreOykjamytjorn.Velle.2005.lpd,59.82,6,594,Europe>Northern Europe>Scandinavia>Norway,Europe>Northern Europe>Scandinavia>Norway,"Velle, Gaute; Brooks, Stephen J.; Birks, H.J.B.; Willassen, Endre",2005,Chironomids as a tool for inferring Holocene climate: An assessment based on six sites in southern Scandinavia,Quaternary Science Reviews
431,Lake Victoria,Victoria.Berke.2012.lpd,-1.2317,33.1983,1133,Africa>Eastern Africa>Lake Victoria,Africa>Eastern Africa>Lake Victoria,"Berke, Melissa A.; Johnson, Thomas C.; Werne, Josef P.; Grice, Kliti; Schouten, Stefan; Sinninghe Damst̩, Jaap S.",2012,"Molecular records of climate variability and vegetation response since the Late Pleistocene in the Lake Victoria basin, East Africa",Quaternary Science Reviews
432,Vostok,Vostok.Vimeux.2002.lpd,-78.5,108,3488,Antarctica,Antarctica,"Vimeux, Fran̤oise; Cuffey, Kurt M.; Jouzel, Jean",2002,New insights into Southern Hemisphere temperature changes from Vostok ice cores using deuterium excess correction,Earth and Planetary Science Letters
433,Vuoksjavratje,Vuoksjavratje.Berntsson.2014.lpd,66.25,15.72,850,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,"Berntsson, Annika; Rosqvist, Gunhild C; Velle, Gaute",2014,"Late-Holocene temperature and precipitation changes in Vindelfj _llen, mid-western Swedish Lapland, inferred from chironomid and geochemical data",The Holocene
434,Vuolep Njakajaure,VuolepNjakajaure.Heinrichs.2006.lpd,68.33,18.75,409,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,"Heinrichs, Markus; Barnekow, Lena; Rosenberg, Sandra",2006,"A comparison of chironomid biostratigraphy from Lake Vuolep Njakajaure with vegetation, lake-level, and climate changes in Abisko National Park, Sweden",Journal of Paleolimnology
435,Wachel 3,Wachel3.Doerfler.1989.lpd,53.44,8.87,17,Europe>Western Europe>Germany,Europe>Western Europe>Germany,"Doerfler, W.",1989,"Pollenanalytische Untersuchungen zur Vegetations- und Siedlungsgeschichte im Sueden des Landkreises Cuxhaven, Niedersachsen",Probleme der Kuestenforschung im suedlichen Nordseegebiet
436,Wachseldorn Untermoos,WachseldornUntermoos.Oeschger.1980.lpd,46.82,7.74,980,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"Oeschger, Hans; Welten, Max; Eicher, Ulrich; M̦ll, Markus; Riesen, Trudi; Siegenthaler, Ulrich; Wegm _ller, Samuel",1980,14C and other parameters during the Younger Dryas cold phase,Radiocarbon
437,WAIS Divide,WAISDivide.Fegyveresi.2016.lpd,-79.4676,-112.08,1806,Antarctica,Antarctica,"Fegyveresi, John M.; Alley, Richard B.; Fitzpatrick, Joan J.; Cuffey, Kurt M.; McConnell, Joseph R.; Voigt, Donald E.; Spencer, Matthew K.; Stevens, Nathan T.",2016,"Five millennia of surface temperatures and ice core bubble characteristics from the WAIS Divide deep core, West Antarctica",Paleoceanography
438,Waxeckalm,Waxeckalm.Huettemann.1987.lpd,47.03,11.83,16476,Europe>Western Europe>Austria,Europe>Western Europe>Austria,"Huettemann, H.; Bortenschlager, S.",1987,"Beitraege zur Vegetationsgeschichte Tirols VI: Riesengebirge, Hohe Tatra - Zillertal, Kuehtai",Ber. nat.-med. Verein Innsbruck
439,WCA3B Gumbo Limbo Far Tail,WCA3BGumboLimboFarTail.Willard.2001.lpd,25.7747,-80.5056,5,North America>United States Of America>Florida,North America>United States Of America>Florida,"Willard, D.A.; Weimer, L.M.; Riegel, W.L.",2001,Pollen assemblages as paleoenvironmental proxies in the Florida Everglades,Review of Palaeobotany and Palynology
440,WCA3B Gumbo Limbo Marsh,WCA3BGumboLimboMarsh.Willard.2001.lpd,25.7789,-80.5111,5,North America>United States Of America>Florida,North America>United States Of America>Florida,"Willard, D.A.; Weimer, L.M.; Riegel, W.L.",2001,Pollen assemblages as paleoenvironmental proxies in the Florida Everglades,Review of Palaeobotany and Palynology
441,Lake West Okoboji,WestOkoboji.VanZant.1979.lpd,43.33,-95.2,426,North America>United States Of America>Iowa,North America>United States Of America>Iowa,"Van Zant, Kent",1979,"Late Glacial and postglacial pollen and plant macrofossils from Lake West Okoboji, northwestern Iowa",Quaternary Research
442,White Pond,WhitePond.Krause.2019.lpd,34.168,-80.7767,1.5,North America>United States Of America>South Carolina,North America>United States Of America>South Carolina,"Krause, Teresa R.; Russell, James M.; Zhang, Rui; Williams, John W.; Jackson, Stephen T.",2019,"Late Quaternary vegetation, climate, and fire history of the southeast Atlantic Coastal Plain based on a 30,000-yr multi-proxy record from White Pond, South Carolina, USA",Quaternary Research
443,Wiggenhall St. Germans,WiggenhallSt.Germans.Waller.1994.lpd,52.69,0.34,1,Europe>Northern Europe>British Isles>United Kingdom,Europe>Northern Europe>British Isles>United Kingdom,"Waller, M.P.",1994,Flandrian environmental change in Fenland,East Anglian Archaeology
444,Wilder See beim Ruhestein,WilderSeebeimRuhestein.EPD.lpd,48.57,8.24,910,Europe>Western Europe>Germany,Europe>Western Europe>Germany,"Roesch, Manfred",2009,Botanical evidence for prehistoric and medieval land use in the Black Forest,Medieval Rural Settlement in Marginal Landscapes
445,Windy Lake,Windy.Chase.2008.lpd,49.8133,-117.8772,1814,North America>Canada>British Columbia,North America>Canada>British Columbia,"Chase, Marianne; Bleskie, Christina; Walker, Ian R.; Gavin, Daniel G.; Hu, Feng Sheng",2008,"Midge-inferred Holocene summer temperatures in southeastern British Columbia, Canada","Palaeogeography, Palaeoclimatology, Palaeoecology"
446,Wonderkrater,Wonderkrater.Truc.2013.lpd,-24.4391,28.7507,1110,Africa>Southern Africa>South Africa,Africa>Southern Africa>South Africa,"Truc, Lo  c; Chevalier, Manuel; Favier, Charly; Cheddadi, Rachid; Meadows, Michael E.; Scott, Louis; Carr, Andrew S.; Smith, Gideon F.; Chase, Brian M.",2013,"Quantification of climate change for the last 20,000 years from Wonderkrater, South Africa: Implications for the long-term dynamics of the Intertropical Convergence Zone","Palaeogeography, Palaeoclimatology, Palaeoecology"
447,Woryty,Woryty.EPD.lpd,53.75,20.2,105,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Pawlikowski, M.; Ralska-Jasiewiczowa, M.; Schoenborn, W.; Stupnicka, E.; Szeroczynska, K.",1982,"Woryty near Gietrzwald, Olsztyn Lake District, NE Poland - vegetational history and lake development during the last 12,000 years",Acta Palaeobotanica
448,Lake Ximencuo,Ximencuo.Herzschuh.2014.lpd,33.3792,101.1035,4000,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Herzschuh, Ulrike; Borkowski, Janett; Schewe, Jacob; Mischke, Steffen; Tian, Fang",2014,Moisture-advection feedback supports strong early-to-mid Holocene monsoon climate on the eastern Tibetan Plateau as inferred from a pollen-based reconstruction,"Palaeogeography, Palaeoclimatology, Palaeoecology"
449,Xingyun Lake,XingyunLake.Wu.2018.lpd,24.34,102.79,1722,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Wu, Duo; Chen, Xuemei; Lv, Feiya; Brenner, Mark; Curtis, Jason; Zhou, Aifeng; Chen, Jianhui; Abbott, Mark; Yu, Junqing; Chen, Fahu",2018,Decoupled early Holocene summer temperature and monsoon precipitation in southwest China,Quaternary Science Reviews
450,Yakumo,Yakumo.Leipe.2013.lpd,42.28,140.26,7,Asia>Eastern Asia>Japan,Asia>Eastern Asia>Japan,"Leipe, Christian; Kito, Norio; Sakaguchi, Yumi; Tarasov, Pavel E.",2013,"Vegetation and climate history of northern Japan inferred from the 5500-year pollen record from the Oshima Peninsula, SW Hokkaido",Quaternary International
451,Yanou Lake,Yanou.Foster.2016.lpd,-62.221,-58.96,14.5,Antarctica,Antarctica,"Roberts, Stephen J.; Monien, Patrick; Foster, Louise C.; Loftfield, Julia; Hocking, Emma P.; Schnetger, Bernhard; Pearson, Emma J.; Juggins, Steve; Fretwell, Peter; Ireland, Louise; Ochyra, Ryszard; Haworth, Anna R.; Allen, Claire S.; Moreton, Steven G.; Davies, Sarah J.; Brumsack, Hans-J _rgen; Bentley, Michael J.; Hodgson, Dominic A.",2017,Past penguin colony responses to explosive volcanism on the Antarctic Peninsula,Nature Communications
452,Ylimysneva,Ylimysneva.Huttunen.1990.lpd,62.13,22.87,172,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Huttunen, A.",1990,Vegetation and palaeoecology of a bog complex in southern Finland.,Aquilo ser. Bot.
453,Zabieniec,Zabieniec.Plociennik.2011.lpd,51.8519,19.7811,180,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"P   _ciennik, Mateusz; Self, Angela; Birks, H. John B.; Brooks, Stephen J.",2011,Chironomidae (Insecta: Diptera) succession in   abieniec bog and its palaeo-lake (central Poland) through the Late Weichselian and Holocene,"Palaeogeography, Palaeoclimatology, Palaeoecology"
454,Zalozhtsy,Zalozhtsy.Bezusko.1992.lpd,49.75,25.45,320,Europe>Eastern Europe>Ukraine,Europe>Eastern Europe>Ukraine,"Bezusko, L.G.; Kajutkina, T.M.; Kovalyukh, N.N.",1992,YIII s'ezd Ukrainskovo botanicheskogo obschestva [New data of Allerod vegetation of Ukraine],NA
455,Zbudovska blata,Zbudovskablata.Rybnickova.1975.lpd,49.83,14.33,380,Europe>Eastern Europe>Czech Republic,Europe>Eastern Europe>Czech Republic,"Rybn _  kov  , Eli  ka; Rybn _  ek, Kamil; Jankovsk  , Vlasta",1975,"Palaeoecological investigations of buried peat profiles from the Zbudovsk   blata marshes, southern Bohemia",Folia Geobotanica et Phytotaxonomica
