"","id","lat","lon","sitename","filename","elevation","country","gcmd_location","author","pub_year","title","journal","archive_type","min_age","max_age","proxy","num_record","num_control","url"
"299",299,61.3742,-143.5988,"Moose Lake","MooseLake.Clegg.2010.lpd",437,"North America>United States Of America>Alaska","North America>United States Of America>Alaska","Clegg, Benjamin F.; Clarke, Gina H.; Chipman, Melissa L.; Chou, Michael; Walker, Ian R.; Tinner, Willy; Hu, Feng Sheng",2010,"Six millennia of summer temperature variation based on midge analysis of lake sediments from Alaska","Quaternary Science Reviews","LakeSediment",-20.035,6007.664,"chironomid",128,8,"www.ncdc.noaa.gov/paleo/study/15444"
"300",300,52.27,-58.05,"Moraine","Moraine.Hansen.1985.lpd",385,"North America>Canada>Newfoundland And Labrador","North America>Canada>Newfoundland And Labrador","Engstrom, D. R.; Hansen, B. C. S.",1985,"Postglacial vegetational change and soil development in southeastern Labrador as inferred from pollen and chemical stratigraphy","Canadian Journal of Botany","LakeSediment",146,10728,"pollen",43,7,"this compilation"
"301",301,-52.5,169.1625,"Mount Honey","MountHoney.McGlone.2010.lpd",120,"Australia/New Zealand>New Zealand","Australia/New Zealand>New Zealand","McGlone, Matt S.; Turney, Chris S. M.; Wilmshurst, Janet M.; Renwick, James; Pahnke, Katharina",2010,"Divergent trends in land and ocean temperature in the Southern Ocean over the past 18,000 years","Nature Geoscience","Peat",-17.917,12563,"pollen",109,8,"this compilation"
"302",302,78.9157,6.7672,"MSM055-712-2","MSM055_712-2.Werner.2015.lpd",-1389,"Arctic Ocean","Arctic Ocean","Werner, Kirstin; M _ller, Juliane; Husum, Katrine; Spielhagen, Robert F.; Kandiano, Evgenia S.; Polyak, Leonid",2016,"Holocene sea subsurface and surface water masses in the Fram Strait     Comparisons of temperature and sea-ice reconstructions","Quaternary Science Reviews","MarineSediment",421,11953,"foraminifera",169,7,"10.1594/PANGAEA.849326"
"303",303,79.161,5.3378,"MSM055-713-2","MSM055_723-2.Werner.2015.lpd",-1351,"Arctic Ocean","Arctic Ocean","Werner, Kirstin; M _ller, Juliane; Husum, Katrine; Spielhagen, Robert F.; Kandiano, Evgenia S.; Polyak, Leonid",2016,"Holocene sea subsurface and surface water masses in the Fram Strait     Comparisons of temperature and sea-ice reconstructions","Quaternary Science Reviews","MarineSediment",-59,12016,"foraminifera",127,7,"10.1594/PANGAEA.849328"
"304",304,68.4719,-54.002,"MSM343300","MSM343300.Ouellet-Bernier.2014.lpd",-519,"Atlantic Ocean>North Atlantic Ocean>Davis Strait","Atlantic Ocean>North Atlantic Ocean>Davis Strait","Ouellet-Bernier, Marie-Mich̬le; de Vernal, Anne; Hillaire-Marcel, Claude; Moros, Matthias",2014,"Paleoceanographic changes in the Disko Bugt area, west Greenland, during the Holocene","The Holocene","MarineSediment",803,10129,"dinocyst",137,8,"this compilation"
"305",305,47.98,-93.39,"Myrtle","Myrtle.Janssen.1968.lpd",393,"North America>United States Of America>Minnesota","North America>United States Of America>Minnesota","Janssen, C. R.",1968,"Myrtle Lake: A late- and post-glacial pollen diagram from northern Minnesota","Canadian Journal of Botany","LakeSediment",28,10934,"pollen",82,7,"this compilation"
"306",306,31.1,99.75,"Lake Nalengcuo","Nalengcuo.Opitz.2015.lpd",4200,"Asia>Eastern Asia>China","Asia>Eastern Asia>China","Opitz, Stephan; Zhang, Chengjun; Herzschuh, Ulrike; Mischke, Steffen",2015,"Climate variability on the south-eastern Tibetan Plateau since the Lateglacial based on a multiproxy approach from Lake Naleng     comparing pollen and non-pollen signals","Quaternary Science Reviews","LakeSediment",NA,NA,"pollen",191,9,"this compilation"
"307",307,61.8,24.7,"Nautajarvi","Nautajarvi.Seppa.2009.lpd",104,"Europe>Northern Europe>Scandinavia>Finland","Europe>Northern Europe>Scandinavia>Finland","Sepp _, H.; Bjune, A. E.; Telford, R. J.; Birks, H. J. B.; Veski, S.",2009,"Last nine-thousand years of temperature variability in northern Europe","Climate of the Past","LakeSediment",51,8998,"pollen",240,NA,"www.ncdc.noaa.gov/paleo/study/15444"
"308",308,57.65,-71.65,"Nedlouc","Nedlouc.Larouche.1981.lpd",330,"North America>Canada>Quebec","North America>Canada>Quebec","Richard, P.J.H.",1981,"Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique",NA,"LakeSediment",81,4154,"pollen",13,7,"this compilation"
"309",309,-9,-77.5,"Nevado Huascaran Core 2","NevadoHuascaran.Thompson.1995.lpd",6048,"South America>Peru","South America>Peru","Thompson, L. G.; Mosley-Thompson, E.; Davis, M. E.; Lin, P. -N.; Henderson, K. A.; Cole-Dai, J.; Bolzan, J. F.; Liu, K. -b.",1995,"Late Glacial stage and Holocene tropical ice core records from Huascaran, Peru","Science","GlacierIce",-43,56,NA,NA,NA,"www.ncdc.noaa.gov/paleo/study/2447"
"310",310,75.1,-42.32,"NGRIP","NGRIP.NGRIP.2004.lpd",2917,"North America>Greenland","North America>Greenland","North Greenland Ice Core Project members",2004,"High-resolution record of Northern Hemisphere climate extending into the last interglacial period","Nature","GlacierIce",-40,41700,NA,0,NA,"10.1594/PANGAEA.586838"
"311",311,73.3259,124.1933,"Lake Nikolay","Nikolay.Andreev.2004.lpd",10,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Andreev, Andrei; Tarasov, Pavel; Schwamborn, Georg; Ilyashuk, Boris; Ilyashuk, Elena; Bobrov, Anatoly; Klimanov, Vladimir; Rachold, Volker; Hubberten, Hans-Wolfgang",2004,"Holocene paleoenvironmental records from Nikolay Lake, Lena River Delta, Arctic Russia","Palaeogeography, Palaeoclimatology, Palaeoecology","LakeSediment",-49,10561,"pollen",20,8,"this compilation"
"312",312,73.33,124.2,"Nikolay Lake","NikolayLake.Andreev.2004.lpd",10,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Andreev, Andrei; Tarasov, Pavel; Schwamborn, Georg; Ilyashuk, Boris; Ilyashuk, Elena; Bobrov, Anatoly; Klimanov, Vladimir; Rachold, Volker; Hubberten, Hans-Wolfgang",2004,"Holocene paleoenvironmental records from Nikolay Lake, Lena River Delta, Arctic Russia","Palaeogeography, Palaeoclimatology, Palaeoecology","LakeSediment",59.322,10203.4,"chironomid",21,8,"this compilation"
"313",313,68.37,18.7,"Njulla","Njulla.Larocque.2004.lpd",999,NA,"Europe>Northern Europe>Scandinavia>Sweden",NA,NA,NA,NA,"LakeSediment",-48,9476.78,"chironomid",52,9,"www.ncdc.noaa.gov/paleo/study/6349"
"314",314,49.07,-120.02,"North Crater Lake","NorthCraterLake.Palmer.2002.lpd",2120,"North America>Canada>British Columbia","North America>Canada>British Columbia","Palmer, Samantha; Walker, Ian; Heinrichs, Markus; Hebda, Richard; Scudder, Geoffrey",2002,"Postglacial midge community change and Holocene palaeotemperature reconstructions near treeline, southern British Columbia (Canada)","Journal of Paleolimnology","LakeSediment",7.341,12602.386,"chironomid",47,8,"this compilation"
"315",315,75.1,-42.32,"North GRIP","NorthGRIP.Gkinis.2014.lpd",2925,"North America>Greenland","North America>Greenland","Gkinis, V.; Simonsen, S.B.; Buchardt, S.L.; White, J.W.C.; Vinther, B.M.",2014,"Water isotope diffusion rates from the NorthGRIP ice core for the last 16,000 years     Glaciological and paleoclimatic implications","Earth and Planetary Science Letters","GlacierIce",150,16000,"isotope diffusion",1586,NA,"10.1594/PANGAEA.871563"
"316",316,42.65,-73.05,"North Pond","NorthPond.Whitehead.1978.lpd",586,"North America>United States Of America>Massachusetts","North America>United States Of America>Massachusetts","Whitehead, D.R.; Crisman, Thomas L.",1978,"Paleolimnological studies of small New England (USA) ponds. Part I. Late-glacial and postglacial trophic oscillations","Polskie Archiwum Hydrobiologii","LakeSediment",-105,10841,"pollen",55,7,"this compilation"
"317",317,47.62,8.82,"Nussbaumer Seen","NussbaumerSeen.Rsch.1995.lpd",444,"Europe>Western Europe>Switzerland","Europe>Western Europe>Switzerland","R̦sch, Manfred",1995,"Geschichte des Nussbaumer Sees aus botanisch-̦kologischer Sicht",NA,"LakeSediment",8.46,10929.51,"pollen",107,6,"this compilation"
"318",318,45.22,-79.45,"Nutt Lake","Nutt.Bennett.1987.lpd",305,"North America>Canada>Ontario","North America>Canada>Ontario","Bennett, K. D.",1987,"Holocene history of forest trees in southern Ontario","Canadian Journal of Botany","LakeSediment",113,10659,"pollen",83,7,"this compilation"
"319",319,20.75,-18.58,"ODP658C","ODP658C_UK37.Zhao.1995.lpd",-2263,"Atlantic Ocean>North Atlantic Ocean","Atlantic Ocean>North Atlantic Ocean","Zhao, M.",1995,"Molecular stratigraphy of cores off northwest Africa: Sea surface temperature history over the last 80 Ka","Paleoceanography","MarineSediment",137,22589,"alkenone",418,8,"10.1594/PANGAEA.52711"
"320",320,20.8,-18.6,"ODP658C","ODP658C.deMenocal.1997.lpd",-2263,"Atlantic Ocean>North Atlantic Ocean","Atlantic Ocean>North Atlantic Ocean","deMenocal, P.",2000,"Coherent high- and low-latitude climate variability during the Holocene Warm Period","Science","MarineSediment",88,14350,"foraminifera",163,NA,"www.ncdc.noaa.gov/paleo/study/2561"
"321",321,56.2012,158.8582,"Olive-backed Lake","Olive-backedLake.Self.2015.lpd",693,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Self, A.E.; Klimaschewski, A.; Solovieva, N.; Jones, V.J.; Andr̩n, E.; Andreev, A.A.; Hammarlund, D.; Brooks, S.J.",2015,"The relative influences of climate and volcanic activity on Holocene lake development inferred from a mountain lake in central Kamchatka","Global and Planetary Change","LakeSediment",NA,NA,"chironomid",66,7,"this compilation"
"322",322,51.7,23.96,"Oltush Lake","OltushLake.EPD.lpd",158,"Europe>Eastern Europe>Belarus","Europe>Eastern Europe>Belarus",NA,NA,NA,NA,"Peat",408.89,10885.71,"pollen",42,6,"this compilation"
"323",323,42.083,-123.416,"OregonCaves","OregonCaves.Ersek.2012.lpd",1390,"North America>United States Of America>Oregon","North America>United States Of America>Oregon","Ersek, Vasile; Clark, Peter U.; Mix, Alan C.; Cheng, Hai; Lawrence Edwards, R.",2012,"Holocene winter climate variability in mid-latitude western North America","Nature Communications","Speleothem",234.28,7991.74,NA,0,12,"www.ncdc.noaa.gov/paleo/study/13543"
"324",324,44.16,10.78,"Ospitale","Ospitale.Watson.1996.lpd",1225,"Europe>Southern Europe>Italy","Europe>Southern Europe>Italy","Watson, Clare S.",1996,"The vegetational history of the northern Apennines, Italy: Information from three new sequences and a review of regional vegetational change","Journal of Biogeography","Peat",-38.24,6278.5,"pollen",51,6,"this compilation"
"325",325,53.79,17.6,"Ostrowite","Ostrowite.Milecka.2002.lpd",121,"Europe>Eastern Europe>Poland","Europe>Eastern Europe>Poland","Milecka, K.; Szeroczynska, K.",2002,"Tymczasowa informacja o paleoekologii i paleolimnologii Jeziora Ostrowite na podstawie glebokowodnego rdzenia (z SW czesci zbionika)","Park Narodowy ""Bory Tucholskie"". (National Park ""Bory Tucholskie"")","LakeSediment",5.91,10507.36,"pollen",125,6,"this compilation"
"326",326,50.91,0.68,"Pannel Bridge","PannelBridge.Waller.1993.lpd",3,"Europe>Northern Europe>British Isles>United Kingdom","Europe>Northern Europe>British Isles>United Kingdom","Waller, M. P.",1993,"Flandrian vegetational history of southeastern England. Pollen data from Pannel Bridge, East Sussex","New Phytologist","Peat",299.41,10975.46,"pollen",143,6,"this compilation"
"327",327,43.47,-109.96,"Park Pond 1","ParkPond1.Lynch.1998.lpd",2705,"North America>United States Of America>Wyoming","North America>United States Of America>Wyoming","Lynch, Elizabeth A.",1998,"Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming","Ecology","LakeSediment",227,5233,"pollen",23,8,"this compilation"
"328",328,43.87,-64.93,"Path Lake","PathLake.Neil.2014.lpd",15,"North America>Canada>Nova Scotia","North America>Canada>Nova Scotia","Neil, Karen; Gajewski, Konrad; Betts, Matthew",2014,"Human-ecosystem interactions in relation to Holocene environmental change in Port Joli Harbour, southwestern Nova Scotia, Canada","Quaternary Research","LakeSediment",7,9121,"pollen",121,12,"this compilation"
"329",329,53.83,36.25,"Peatland Klukva","PeatlandKlukva.Novenko.2015.lpd",252,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Novenko, Elena Yu.; Tsyganov, Andrey N.; Volkova, Elena M.; Babeshko, Kirill V.; Lavrentiev, Nikita V.; Payne, Richard J.; Mazei, Yuri A.",2015,"The Holocene paleoenvironmental history of central European Russia reconstructed from pollen, plant macrofossil, and testate amoeba analyses of the Klukva Peatland, Tula Region","Quaternary Research","Peat",-16,9450,"pollen",55,9,"this compilation"
"330",330,59.2933,163.13,"Pechora Lake","PechoraLake.Andren.2015.lpd",45,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Andr̩n, Elinor; Klimaschewski, Andrea; Self, Angela E.; St. Amour, Natalie; Andreev, Andrei A.; Bennett, Keith D.; Conley, Daniel J.; Edwards, Thomas W.D.; Solovieva, Nadia; Hammarlund, Dan",2015,"Holocene climate and environmental change in north-eastern Kamchatka (Russian far east), inferred from a multi-proxy study of lake sediments","Global and Planetary Change","LakeSediment",474,10034,"chironomid",59,8,"this compilation"
"331",331,-29.0011,19.135,"Pella","Pella.Lim.2016.lpd",490,"Africa>Southern Africa>South Africa","Africa>Southern Africa>South Africa","Lim, Sophak; Chase, Brian M.; Chevalier, Manuel; Reimer, Paula J.",2016,"50,000 years of vegetation and climate change in the southern Namib Desert, Pella, South Africa","Palaeogeography, Palaeoclimatology, Palaeoecology","Midden",500,12000,"pollen",116,7,"this compilation"
"332",332,67.25,-66.75,"Penny","Penny.Fisher.1998.lpd",1900,"North America>Canada>Nunavut","North America>Canada>Nunavut","Fisher, David A.; Koerner, Roy M.; Bourgeois, Jocelyne C.; Zielinski, Greg; Wake, Cameron; Hammer, Claus U.; Clausen, H. B.; Gundestrup, N.; Johnsen, Sigfus; Goto-Azuma, Kumiko; Hondoh, Takeo; Blake, Erik; Gerasimoff, Mike",1998,"Penny Ice Cap cores, Baffin Island, Canada, and the Wisconsinan Foxe Dome connection: Two states of Hudson Bay ice cover","Science","GlacierIce",-32.7,11787.3,NA,0,NA,"www.ncdc.noaa.gov/paleo/study/2474"
"333",333,51.65,-100.9,"Perch Lake Manitoba","PerchLake_Manitoba.Ritchie.NA.lpd",701,"North America>Canada>Manitoba","North America>Canada>Manitoba",NA,NA,NA,NA,"LakeSediment",-14,6058,"pollen",45,7,"this compilation"
"334",334,46.03,-77.34,"Perch Lake ON","PerchLake_ON.Terasmae.1975.lpd",160,"North America>Canada>Ontario","North America>Canada>Ontario","Boyko-Diakonow, M.; Terasmae, J.; Barry, P.J.",1975,"Palynology of Holocene sediments in Perch Lake, Chalk River, Ontario",NA,"LakeSediment",-10,10722,"pollen",65,7,"this compilation"
"335",335,30.96,120.64,"Pingwang","Pingwang.Li.2018.lpd",1.6,"Asia>Eastern Asia>China","Asia>Eastern Asia>China","Li, Jianyong; Dodson, John; Yan, Hong; Wang, Weiming; Innes, James B.; Zong, Yongqiang; Zhang, Xiaojian; Xu, Qinghai; Ni, Jian; Lu, Fengyan",2018,"Quantitative Holocene climatic reconstructions for the lower Yangtze region of China","Climate Dynamics","Peat",2271,9006,"pollen",51,9,"this compilation"
"336",336,48.6,-124.2,"Pixie","Pixie.Brown.2002.lpd",70,"North America>Canada>British Columbia","North America>Canada>British Columbia","Brown, K J; Hebda, R J",2002,"Origin, development, and dynamics of coastal temperate conifer rainforests of southern Vancouver Island, Canada","Canadian Journal of Forest Research","LakeSediment",19,10754,"pollen",108,7,"this compilation"
"337",337,-84,43,"Plateau Remote","PlateauRemote.MosleyThompson.1996.lpd",3330,"Antarctica","Antarctica","Mosley-Thompson, Ellen",1996,"Holocene climate changes recorded in an East Antarctica ice core","Climatic Variations and Forcing Mechanisms of the Last 2000 Years","GlacierIce",5,3955,NA,0,NA,"this compilation"
"338",338,-42.6734,146.5868,"Platypus Tarn","PlatypusTarn.Rees.2010.lpd",941,"Australia/New Zealand>Australia","Australia/New Zealand>Australia","Rees, Andrew B.H.; Cwynar, Les C.",2010,"Evidence for early postglacial warming in Mount Field National Park, Tasmania","Quaternary Science Reviews","LakeSediment",31.369,15862.851,"chironomid",52,8,"this compilation"
"339",339,45.04,-93.63,"Pogonia Bog","PogoniaBog.Cushing.1979.lpd",292,"North America>United States Of America>Minnesota","North America>United States Of America>Minnesota","Swain, P.C.",1979,"The development of some bogs in eastern Minnesota",NA,"LakeSediment",-24,10912,"pollen",68,7,"this compilation"
"340",340,47.08,-64.8,"Point Escuminac","PointEscuminac.Warner.1991.lpd",29,"Atlantic Ocean>North Atlantic Ocean>Gulf Of St Lawrence","Atlantic Ocean>North Atlantic Ocean>Gulf Of St Lawrence","Warner, Barry G.; Tolonen, Kimmo; Tolonen, Mirjami",1991,"A postglacial history of vegetation and bog formation at Point Escuminac, New Brunswick","Canadian Journal of Earth Sciences","LakeSediment",261,10889,"pollen",107,7,"this compilation"
"341",341,44.03,-70.35,"Poland Spring","PolandSpring.Jacobson.Ja.lpd",94,"North America>United States Of America>Maine","North America>United States Of America>Maine","Jacobson, G.L., Jr.",1975,"A palynological study of the history and ecology of white pine in Minnesota",NA,"LakeSediment",-38,10892,"pollen",52,7,"this compilation"
"342",342,44.7144,21.747,"Poleva Cave","PolevaCave.Constantin.2007.lpd",390,"Europe>Eastern Europe>Romania","Europe>Eastern Europe>Romania","Constantin, Silviu; Bojar, Ana-Voica; Lauritzen, Stein-Erik; Lundberg, Joyce",2007,"Holocene and Late Pleistocene climate in the sub-Mediterranean continental environment: A speleothem record from Poleva Cave (Southern Carpathians, Romania)","Palaeogeography, Palaeoclimatology, Palaeoecology","Speleothem",2410,74130,NA,0,18,"www.ncdc.noaa.gov/paleo/study/5540"
